Nota_Matematica,IAA,Fase Ideal,Turma,RA,INDE,Nota_Portugues,IDA,IAN,Ano Nascimento,IPV,IPS,Ano ingresso,Pedra,Instituição de ensino,Nome Anonimizado,IEG,Idade,Fase,Defasagem,Gênero,Ano_Referencia
5.7,0.0,Fase 2 (5° e 6° ano),2M,RA-603,6.748833333,8.2,7.0,10.0,2011,7.78,2.52,2022,Agata,Pública,Aluno-603,8.9,11,FASE 2,0,Masculino,2023
3.7,7.5,Fase 3 (7° e 8° ano),2M,RA-436,5.322366667,3.0,3.4,5.0,2011,7.613333333,2.52,2022,Quartzo,Pública,Aluno-436,4.7,12,FASE 2,-1,Masculino,2023
5.5,0.0,Fase 3 (7° e 8° ano),2M,RA-616,5.612,8.0,6.8,5.0,2010,6.783333333,5.02,2019,Quartzo,Pública,Aluno-616,6.6,13,FASE 2,-1,Masculino,2023
2.5,8.0,Fase 4 (9° ano),2M,RA-437,6.947366667,6.8,4.7,5.0,2009,7.78,7.52,2022,Agata,Pública,Aluno-437,8.4,14,FASE 2,-2,Masculino,2023
1.0,4.7,Fase 2 (5° e 6° ano),2M,RA-1125,6.655366667,7.0,4.0,10.0,2012,6.95,7.52,2023,Agata,Pública,Aluno-1125,7.9,11,FASE 2,0,Feminino,2023
8.5,9.0,Fase 2 (5° e 6° ano),2M,RA-619,7.891366667,9.5,9.0,10.0,2011,8.116666667,3.77,2021,Ametista,Pública,Aluno-619,7.1,11,FASE 2,0,Feminino,2023
5.2,6.8,Fase 3 (7° e 8° ano),2M,RA-620,7.043666667,7.2,6.2,5.0,2010,7.503333333,7.52,2021,Ametista,Pública,Aluno-620,8.4,13,FASE 2,-1,Masculino,2023
5.0,8.5,Fase 2 (5° e 6° ano),2N,RA-1127,8.3167,8.7,6.9,10.0,2012,9.01,5.02,2023,Topázio,Pública,Aluno-1127,9.9,11,FASE 2,0,Feminino,2023
3.0,9.5,Fase 3 (7° e 8° ano),2N,RA-1128,6.404533333,4.0,3.5,5.0,2011,7.503333333,5.02,2023,Agata,Pública,Aluno-1128,7.3,12,FASE 2,-1,Masculino,2023
6.8,0.0,Fase 2 (5° e 6° ano),2N,RA-1129,7.309333333,8.7,7.8,10.0,2012,7.503333333,6.27,2023,Ametista,Pública,Aluno-1129,9.2,11,FASE 2,0,Masculino,2023
6.3,8.5,Fase 2 (5° e 6° ano),2N,RA-1130,8.0037,8.2,7.3,10.0,2012,7.503333333,7.52,2023,Topázio,Pública,Aluno-1130,8.4,11,FASE 2,0,Masculino,2023
8.3,7.9,Fase 3 (7° e 8° ano),2N,RA-1131,8.316133333,9.8,9.1,5.0,2011,9.286666667,5.02,2023,Topázio,Pública,Aluno-1131,9.9,12,FASE 2,-1,Feminino,2023
5.2,10.0,Fase 3 (7° e 8° ano),2N,RA-1132,6.829533333,6.3,5.8,5.0,2011,7.503333333,6.27,2023,Agata,Pública,Aluno-1132,6.3,12,FASE 2,-1,Masculino,2023
5.0,9.5,Fase 2 (5° e 6° ano),2N,RA-1133,8.600033333,8.0,6.5,10.0,2013,9.343333333,6.27,2023,Topázio,Pública,Aluno-1133,10.0,10,FASE 2,0,Feminino,2023
5.5,8.0,Fase 2 (5° e 6° ano),2N,RA-1134,7.769866667,8.0,6.8,10.0,2011,7.56,3.76,2023,Ametista,Pública,Aluno-1134,9.7,11,FASE 2,0,Masculino,2023
4.5,0.0,Fase 4 (9° ano),2N,RA-618,6.4745,7.8,6.2,5.0,2009,7.95,5.02,2020,Agata,Pública,Aluno-618,9.2,14,FASE 2,-2,Masculino,2023
6.0,0.0,Fase 3 (7° e 8° ano),2N,RA-631,5.954666667,8.0,7.0,5.0,2010,6.78,6.27,2022,Quartzo,Pública,Aluno-631,6.4,13,FASE 2,-1,Masculino,2023
8.2,10.0,Fase 3 (7° e 8° ano),2P,RA-646,8.3547,8.5,8.4,5.0,2009,8.783333333,7.52,2019,Topázio,Pública,Aluno-646,8.9,13,FASE 2,-1,Masculino,2023
7.8,8.5,Fase 4 (9° ano),2P,RA-451,8.386033333,10.0,8.9,5.0,2009,9.896666667,4.39,2019,Topázio,Pública,Aluno-451,9.5,14,FASE 2,-2,Feminino,2023
4.8,0.0,Fase 2 (5° e 6° ano),2P,RA-1135,7.453833333,9.5,7.2,10.0,2011,7.896666667,7.52,2023,Ametista,Pública,Aluno-1135,9.4,11,FASE 2,0,Masculino,2023
3.8,9.0,Fase 3 (7° e 8° ano),2P,RA-649,7.579533333,9.2,6.5,5.0,2010,8.836666667,3.77,2019,Ametista,Pública,Aluno-649,9.3,13,FASE 2,-1,Feminino,2023
9.8,0.0,Fase 2 (5° e 6° ano),2P,RA-651,7.332,8.7,9.3,10.0,2012,7.95,3.77,2022,Ametista,Pública,Aluno-651,8.2,11,FASE 2,0,Feminino,2023
4.8,6.8,Fase 3 (7° e 8° ano),2P,RA-1136,6.7351,8.3,6.6,5.0,2009,7.723333333,2.52,2023,Agata,Pública,Aluno-1136,8.1,13,FASE 2,-1,Feminino,2023
7.7,0.0,Fase 3 (7° e 8° ano),2P,RA-653,7.385666667,8.0,7.9,5.0,2011,9.06,6.27,2022,Ametista,Pública,Aluno-653,9.8,12,FASE 2,-1,Feminino,2023
9.7,0.0,Fase 3 (7° e 8° ano),2P,RA-456,7.518,10.0,9.9,5.0,2010,9.953333333,4.39,2022,Ametista,Pública,Aluno-456,8.3,12,FASE 2,-1,Feminino,2023
7.2,7.4,Fase 3 (7° e 8° ano),2P,RA-655,8.3198,9.3,8.3,5.0,2010,8.896666667,7.52,2019,Topázio,Pública,Aluno-655,9.9,13,FASE 2,-1,Feminino,2023
5.8,0.0,Fase 3 (7° e 8° ano),2P,RA-656,6.780833333,8.8,7.3,5.0,2011,7.173333333,7.52,2020,Agata,Pública,Aluno-656,8.9,12,FASE 2,-1,Feminino,2023
7.0,8.5,Fase 3 (7° e 8° ano),2P,RA-657,8.3532,9.3,8.2,5.0,2010,8.73,7.52,2021,Topázio,Pública,Aluno-657,10.0,13,FASE 2,-1,Feminino,2023
4.0,10.0,Fase 3 (7° e 8° ano),2P,RA-644,6.897033333,7.7,5.9,5.0,2011,7.503333333,7.52,2021,Agata,Pública,Aluno-644,5.6,12,FASE 2,-1,Feminino,2023
5.7,7.3,Fase 3 (7° e 8° ano),2P,RA-461,7.2379,9.0,7.4,5.0,2010,8.616666667,3.77,2018,Ametista,Pública,Aluno-461,7.9,12,FASE 2,-1,Feminino,2023
6.8,4.7,Fase 2 (5° e 6° ano),2R,RA-632,7.8768,8.0,7.4,10.0,2012,8.563333333,5.64,2022,Ametista,Pública,Aluno-632,9.1,11,FASE 2,0,Feminino,2023
5.3,1.7,Fase 3 (7° e 8° ano),2R,RA-633,6.6552,9.0,7.2,5.0,2011,7.286666667,6.27,2020,Agata,Pública,Aluno-633,8.1,12,FASE 2,-1,Feminino,2023
6.0,9.5,Fase 2 (5° e 6° ano),2R,RA-1137,8.743366667,7.0,6.5,10.0,2013,9.843333333,6.27,2023,Topázio,Pública,Aluno-1137,9.8,10,FASE 2,0,Feminino,2023
9.0,9.0,Fase 3 (7° e 8° ano),2R,RA-1138,8.3472,9.5,9.3,5.0,2011,8.566666667,6.27,2023,Topázio,Pública,Aluno-1138,9.2,12,FASE 2,-1,Feminino,2023
6.3,8.5,Fase 2 (5° e 6° ano),2R,RA-1139,7.6647,4.3,5.3,10.0,2012,7.79,5.64,2023,Ametista,Pública,Aluno-1139,9.1,11,FASE 2,0,Masculino,2023
8.5,4.7,Fase 2 (5° e 6° ano),2R,RA-1140,7.703533333,6.0,7.3,10.0,2012,7.62,7.52,2023,Ametista,Pública,Aluno-1140,8.7,11,FASE 2,0,Feminino,2023
7.7,8.0,Fase 3 (7° e 8° ano),2R,RA-445,7.9087,9.0,8.4,5.0,2010,8.176666667,6.89,2022,Ametista,Pública,Aluno-445,8.8,13,FASE 2,-1,Masculino,2023
5.5,9.0,Fase 3 (7° e 8° ano),2R,RA-1141,7.2757,6.2,5.9,5.0,2011,7.113333333,7.52,2023,Ametista,Pública,Aluno-1141,8.8,12,FASE 2,-1,Feminino,2023
4.8,7.4,Fase 2 (5° e 6° ano),2R,RA-639,7.5853,7.8,6.3,10.0,2012,7.62,6.27,2021,Ametista,Pública,Aluno-639,8.1,11,FASE 2,0,Feminino,2023
10.0,9.0,Fase 2 (5° e 6° ano),2R,RA-1142,9.175033333,10.0,10.0,10.0,2012,8.343333333,7.52,2023,Topázio,Pública,Aluno-1142,10.0,11,FASE 2,0,Feminino,2023
5.7,9.5,Fase 2 (5° e 6° ano),2R,RA-642,8.416866667,7.2,6.5,10.0,2012,9.173333333,6.27,2021,Topázio,Pública,Aluno-642,9.2,11,FASE 2,0,Feminino,2023
5.3,9.5,Fase 2 (5° e 6° ano),2U,RA-658,8.438533333,6.8,6.1,10.0,2012,9.173333333,7.52,2022,Topázio,Pública,Aluno-658,9.5,10,FASE 2,0,Feminino,2023
7.5,8.0,Fase 2 (5° e 6° ano),2U,RA-588,8.3527,8.0,7.8,10.0,2013,9.673333333,2.52,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-588,9.6,10,FASE 2,0,Feminino,2023
4.3,6.8,Fase 3 (7° e 8° ano),2U,RA-662,6.733566667,9.0,6.7,5.0,2011,6.72,6.27,2022,Agata,Pública,Aluno-662,7.6,12,FASE 2,-1,Feminino,2023
6.8,8.5,Fase 3 (7° e 8° ano),2U,RA-403,7.716366667,8.8,7.8,5.0,2010,8.45,6.27,2020,Ametista,Pública,Aluno-403,8.8,13,FASE 2,-1,Masculino,2023
6.2,9.0,Fase 3 (7° e 8° ano),2U,RA-591,7.1472,7.5,6.9,5.0,2011,7.333333333,6.27,2021,Ametista,Pública,Aluno-591,8.5,12,FASE 2,-1,Masculino,2023
5.5,6.2,Fase 2 (5° e 6° ano),2U,RA-592,7.935466667,9.7,7.6,10.0,2012,8.95,3.77,2020,Ametista,Privada,Aluno-592,9.2,11,FASE 2,0,Feminino,2023
7.3,10.0,Fase 3 (7° e 8° ano),2U,RA-602,8.5592,8.8,8.1,5.0,2011,9.51,7.52,2019,Topázio,Pública,Aluno-602,9.6,12,FASE 2,-1,Masculino,2023
6.7,9.5,Fase 2 (5° e 6° ano),2U,RA-666,8.720366667,7.5,7.1,10.0,2012,9.62,7.52,2022,Topázio,Pública,Aluno-666,9.1,11,FASE 2,0,Masculino,2023
3.0,9.0,Fase 3 (7° e 8° ano),2U,RA-667,6.774866667,7.3,5.2,5.0,2011,7.836666667,6.89,2021,Agata,Pública,Aluno-667,6.9,12,FASE 2,-1,Masculino,2023
3.0,0.0,Fase 3 (7° e 8° ano),2U,RA-422,5.57,5.7,4.4,5.0,2010,6.106666667,7.52,2022,Quartzo,Pública,Aluno-422,7.8,13,FASE 2,-1,Masculino,2023
3.2,0.0,Fase 3 (7° e 8° ano),2U,RA-595,5.078666667,3.3,3.3,5.0,2010,5.55,7.52,2018,Quartzo,Pública,Aluno-595,7.0,13,FASE 2,-1,Masculino,2023
2.3,8.0,Fase 3 (7° e 8° ano),2U,RA-423,6.607533333,4.5,3.4,5.0,2010,7.45,6.89,2022,Agata,Pública,Aluno-423,8.7,13,FASE 2,-1,Feminino,2023
3.3,8.5,Fase 2 (5° e 6° ano),2U,RA-669,7.345033333,6.7,5.0,10.0,2011,7.06,7.52,2022,Ametista,Pública,Aluno-669,7.8,11,FASE 2,0,Masculino,2023
5.8,9.5,Fase 2 (5° e 6° ano),2U,RA-670,8.6067,8.2,7.0,10.0,2012,9.343333333,7.52,2022,Topázio,Pública,Aluno-670,8.7,11,FASE 2,0,Feminino,2023
3.2,9.5,Fase 3 (7° e 8° ano),2U,RA-609,6.463033333,7.3,5.3,5.0,2011,6.216666667,7.52,2019,Agata,Pública,Aluno-609,6.4,12,FASE 2,-1,Masculino,2023
8.3,9.6,Fase 3 (7° e 8° ano),3A,RA-326,8.65075,7.5,8.2,10.0,2010,9.76,3.14,2022,Topázio,Privada,Aluno-326,9.4,13,FASE 3,0,Feminino,2023
8.7,8.8,Fase 3 (7° e 8° ano),3A,RA-179,8.437641667,6.3,6.4,10.0,2010,8.9225,7.52,2022,Topázio,Pública,Aluno-179,9.4,12,FASE 3,0,Masculino,2023
6.0,8.8,Fase 5 (1° EM),3A,RA-1143,6.445933333,6.3,5.3,5.0,2008,6.2075,6.26,2023,Agata,Pública,Aluno-1143,7.0,15,FASE 3,-2,Feminino,2023
3.8,9.6,Fase 5 (1° EM),3A,RA-330,6.084875,3.8,3.3,5.0,2008,5.8275,6.89,2018,Agata,Pública,Aluno-330,7.2,15,FASE 3,-2,Feminino,2023
6.3,9.2,Fase 4 (9° ano),3A,RA-332,8.002591667,7.7,6.8,5.0,2009,9.175,8.76,2017,Topázio,Privada - Programa de Apadrinhamento,Aluno-332,8.4,14,FASE 3,-1,Masculino,2023
8.2,9.2,Fase 4 (9° ano),3A,RA-199,7.892341667,8.2,8.5,5.0,2009,8.505,7.51,2022,Ametista,Privada,Aluno-199,7.6,14,FASE 3,-1,Masculino,2023
7.0,0.0,Fase 3 (7° e 8° ano),3B,RA-1144,7.410625,8.2,8.0,10.0,2010,8.0025,5.02,2023,Ametista,Pública,Aluno-1144,9.4,13,FASE 3,0,Feminino,2023
8.2,9.2,Fase 3 (7° e 8° ano),3B,RA-352,7.840341667,6.0,7.2,10.0,2011,7.17,6.26,2019,Ametista,Pública,Aluno-352,8.1,12,FASE 3,0,Masculino,2023
7.7,0.0,Fase 2 (5° e 6° ano),3B,RA-1145,7.484375,7.7,7.8,10.0,2012,8.63,4.39,2023,Ametista,Pública,Aluno-1145,9.5,11,FASE 3,1,Feminino,2023
5.0,9.6,Fase 4 (9° ano),3B,RA-1146,6.689583333,3.3,3.7,5.0,2008,6.965,6.26,2023,Agata,Pública,Aluno-1146,8.8,14,FASE 3,-1,Feminino,2023
5.7,9.6,Fase 3 (7° e 8° ano),3B,RA-331,7.039791667,4.8,5.2,10.0,2010,6.7975,2.52,2019,Ametista,Pública,Aluno-331,8.6,13,FASE 3,0,Feminino,2023
7.2,9.6,Fase 3 (7° e 8° ano),3B,RA-227,7.722125,6.5,6.9,10.0,2010,7.4625,5.63,2022,Ametista,Pública,Aluno-227,7.5,13,FASE 3,0,Masculino,2023
6.5,0.0,Fase 3 (7° e 8° ano),3B,RA-247,7.221958333,6.7,7.2,10.0,2009,7.5425,7.52,2021,Ametista,Pública,Aluno-247,8.5,13,FASE 3,0,Feminino,2023
4.5,9.2,Fase 5 (1° EM),3B,RA-343,6.779591667,6.7,5.7,5.0,2008,6.9225,6.26,2020,Agata,Pública,Aluno-343,7.2,15,FASE 3,-2,Masculino,2023
5.0,8.3,Fase 4 (9° ano),3B,RA-1147,7.072983333,7.5,6.7,5.0,2009,7.0075,6.26,2023,Ametista,Pública,Aluno-1147,8.3,14,FASE 3,-1,Feminino,2023
5.7,8.8,Fase 4 (9° ano),3B,RA-345,6.534766667,5.7,4.6,5.0,2009,7.1725,6.26,2021,Agata,Pública,Aluno-345,6.8,14,FASE 3,-1,Masculino,2023
6.7,0.0,Fase 4 (9° ano),3B,RA-336,5.887708333,5.2,5.1,5.0,2009,7.255,6.89,2016,Quartzo,Pública,Aluno-336,7.5,14,FASE 3,-1,Masculino,2023
6.7,0.0,Fase 2 (5° e 6° ano),3B,RA-346,7.305541667,5.5,6.2,10.0,2012,7.84,8.14,2022,Ametista,Pública,Aluno-346,9.4,11,FASE 3,1,Masculino,2023
5.7,7.9,Fase 2 (5° e 6° ano),3B,RA-1148,7.227866667,5.3,5.7,10.0,2011,7.2125,3.77,2023,Ametista,Pública,Aluno-1148,8.6,11,FASE 3,1,Feminino,2023
6.0,8.3,Fase 4 (9° ano),3C,RA-1149,7.410108333,6.8,7.2,5.0,2009,8.1725,2.52,2023,Ametista,Pública,Aluno-1149,9.8,14,FASE 3,-1,Feminino,2023
7.0,9.2,Fase 6 (2° EM),3C,RA-1150,7.076008333,6.5,6.7,2.5,2007,7.835,2.52,2023,Ametista,Pública,Aluno-1150,9.8,16,FASE 3,-3,Masculino,2023
7.3,7.5,Fase 3 (7° e 8° ano),3C,RA-1151,7.829958333,8.8,8.3,10.0,2011,7.545,2.52,2023,Ametista,Pública,Aluno-1151,9.5,12,FASE 3,0,Feminino,2023
4.3,9.2,Fase 3 (7° e 8° ano),3C,RA-356,6.452008333,4.5,3.4,10.0,2010,6.5025,2.52,2019,Agata,Pública,Aluno-356,8.5,13,FASE 3,0,Masculino,2023
6.7,0.0,Fase 4 (9° ano),3C,RA-1152,6.544916667,6.0,6.8,5.0,2009,7.585,5.0,2023,Agata,Pública,Aluno-1152,9.4,14,FASE 3,-1,Masculino,2023
5.5,9.6,Fase 5 (1° EM),3C,RA-221,6.959916667,4.8,5.0,5.0,2008,7.38,5.0,2022,Agata,Pública,Aluno-221,9.0,15,FASE 3,-2,Masculino,2023
6.0,9.6,Fase 3 (7° e 8° ano),3C,RA-359,7.627125,6.7,5.8,10.0,2010,8.255,2.52,2019,Ametista,Pública,Aluno-359,9.2,13,FASE 3,0,Feminino,2023
5.3,0.0,Fase 3 (7° e 8° ano),3C,RA-360,5.790875,4.8,4.3,10.0,2010,7.4225,2.52,2019,Quartzo,Pública,Aluno-360,7.3,13,FASE 3,0,Feminino,2023
8.7,8.3,Fase 3 (7° e 8° ano),3D,RA-338,8.287441667,7.0,6.7,10.0,2010,8.38,7.52,2019,Topázio,Pública,Aluno-338,9.1,13,FASE 3,0,Masculino,2023
7.7,0.0,Fase 3 (7° e 8° ano),3D,RA-339,7.377583333,5.7,7.1,10.0,2011,8.255,7.52,2019,Ametista,Pública,Aluno-339,8.9,12,FASE 3,0,Feminino,2023
8.5,8.8,Fase 3 (7° e 8° ano),3D,RA-353,8.309016667,7.3,8.4,10.0,2011,8.67,2.52,2022,Topázio,Pública,Aluno-353,9.9,12,FASE 3,0,Feminino,2023
6.7,7.9,Fase 4 (9° ano),3D,RA-1153,7.968658333,7.8,7.2,5.0,2009,8.63,7.52,2023,Ametista,Pública,Aluno-1153,10.0,14,FASE 3,-1,Feminino,2023
7.0,7.9,Fase 4 (9° ano),3D,RA-183,7.586241667,8.0,7.7,5.0,2009,8.795,2.52,2022,Ametista,Pública,Aluno-183,9.7,14,FASE 3,-1,Feminino,2023
6.3,7.5,Fase 5 (1° EM),3D,RA-342,7.539875,7.8,6.6,5.0,2008,8.505,7.52,2021,Ametista,Pública,Aluno-342,8.6,15,FASE 3,-2,Feminino,2023
7.3,7.5,Fase 3 (7° e 8° ano),3D,RA-187,7.809875,8.7,6.9,10.0,2010,8.255,2.52,2019,Ametista,Privada - Programa de Apadrinhamento,Aluno-187,9.9,13,FASE 3,0,Feminino,2023
5.8,7.9,Fase 4 (9° ano),3D,RA-190,6.934158333,5.2,5.7,5.0,2009,7.9575,2.52,2022,Agata,Pública,Aluno-190,9.5,14,FASE 3,-1,Feminino,2023
6.7,6.7,Fase 3 (7° e 8° ano),3D,RA-347,7.61835,6.2,7.3,10.0,2010,7.7925,2.52,2019,Ametista,Pública,Aluno-347,9.5,13,FASE 3,0,Feminino,2023
6.3,6.7,Fase 3 (7° e 8° ano),3D,RA-234,6.248741667,5.3,5.6,10.0,2009,5.595,2.52,2022,Agata,Pública,Aluno-234,8.0,13,FASE 3,0,Masculino,2023
5.3,9.6,Fase 3 (7° e 8° ano),3F,RA-1154,7.701125,5.0,5.1,10.0,2010,7.67,5.63,2023,Ametista,Pública,Aluno-1154,9.3,13,FASE 3,0,Masculino,2023
6.2,0.0,Fase 5 (1° EM),3F,RA-249,5.444625,5.3,4.9,5.0,2008,6.545,5.0,2017,Quartzo,Pública,Aluno-249,8.2,15,FASE 3,-2,Masculino,2023
7.0,0.0,Fase 4 (9° ano),3F,RA-380,4.912375,4.0,4.5,5.0,2009,6.5425,2.52,2017,Quartzo,Pública,Aluno-380,6.4,14,FASE 3,-1,Masculino,2023
7.7,0.0,Fase 3 (7° e 8° ano),3F,RA-250,7.598208333,8.8,8.3,10.0,2010,8.625,5.63,2022,Ametista,Pública,Aluno-250,9.3,13,FASE 3,0,Feminino,2023
7.0,8.8,Fase 3 (7° e 8° ano),3F,RA-367,7.38685,5.5,5.9,10.0,2010,7.7925,2.52,2018,Ametista,Pública,Aluno-367,8.7,12,FASE 3,0,Feminino,2023
6.7,9.2,Fase 4 (9° ano),3F,RA-1155,7.821633333,8.2,8.0,5.0,2009,8.2925,5.63,2023,Ametista,Pública,Aluno-1155,9.2,14,FASE 3,-1,Feminino,2023
6.2,8.3,Fase 3 (7° e 8° ano),3F,RA-1156,7.340775,6.0,5.3,10.0,2011,7.7925,2.52,2023,Ametista,Pública,Aluno-1156,9.2,12,FASE 3,0,Feminino,2023
5.0,0.0,Fase 4 (9° ano),3F,RA-368,5.796458333,7.2,6.7,5.0,2009,7.34,2.52,2018,Quartzo,Pública,Aluno-368,7.7,14,FASE 3,-1,Masculino,2023
4.3,0.0,Fase 4 (9° ano),3F,RA-387,4.794333333,2.8,3.0,5.0,2009,7.0075,2.52,2019,Quartzo,Pública,Aluno-387,6.8,14,FASE 3,-1,Masculino,2023
6.0,0.0,Fase 5 (1° EM),3F,RA-388,5.630833333,4.3,4.2,5.0,2008,7.835,5.63,2019,Quartzo,Pública,Aluno-388,7.4,15,FASE 3,-2,Feminino,2023
6.3,8.8,Fase 3 (7° e 8° ano),3F,RA-374,7.533891667,6.3,5.4,10.0,2010,7.9175,5.63,2021,Ametista,Privada,Aluno-374,8.3,13,FASE 3,0,Feminino,2023
6.0,9.6,Fase 3 (7° e 8° ano),3F,RA-377,7.205041667,5.7,4.8,10.0,2010,7.6275,5.0,2021,Ametista,Pública,Aluno-377,7.6,13,FASE 3,0,Feminino,2023
5.5,0.0,Fase 4 (9° ano),3G,RA-223,5.089833333,4.0,3.8,5.0,2009,7.1725,7.52,2022,Quartzo,Pública,Aluno-223,4.5,14,FASE 3,-1,Feminino,2023
6.3,10.0,Fase 3 (7° e 8° ano),3G,RA-236,7.337116667,4.0,4.5,10.0,2010,7.2975,7.52,2022,Ametista,Pública,Aluno-236,7.5,13,FASE 3,0,Feminino,2023
5.7,0.0,Fase 3 (7° e 8° ano),3G,RA-362,6.392625,6.8,5.1,10.0,2010,7.0875,7.52,2018,Agata,Pública,Aluno-362,7.5,13,FASE 3,0,Feminino,2023
5.3,0.0,Fase 4 (9° ano),3G,RA-381,5.758041667,5.3,3.9,5.0,2009,6.84,6.89,2018,Quartzo,Pública,Aluno-381,8.4,14,FASE 3,-1,Masculino,2023
8.0,8.8,Fase 3 (7° e 8° ano),3G,RA-364,7.734891667,5.2,5.8,10.0,2011,7.505,6.89,2019,Ametista,Pública,Aluno-364,9.0,12,FASE 3,0,Masculino,2023
5.0,0.0,Fase 5 (1° EM),3G,RA-382,6.223833333,5.8,5.2,5.0,2008,7.1725,6.26,2017,Agata,Pública,Aluno-382,9.4,15,FASE 3,-2,Masculino,2023
6.3,9.2,Fase 3 (7° e 8° ano),3G,RA-383,7.5408,6.2,6.5,10.0,2011,7.5,3.14,2019,Ametista,Pública,Aluno-383,8.8,12,FASE 3,0,Masculino,2023
6.3,0.0,Fase 3 (7° e 8° ano),3G,RA-384,6.757958333,7.2,7.3,10.0,2010,7.335,2.52,2017,Agata,Pública,Aluno-384,9.1,13,FASE 3,0,Feminino,2023
5.0,9.2,Fase 4 (9° ano),3G,RA-1157,7.086633333,6.3,5.7,5.0,2009,7.0025,6.26,2023,Ametista,Pública,Aluno-1157,8.8,14,FASE 3,-1,Masculino,2023
5.0,9.2,Fase 4 (9° ano),3G,RA-386,5.758425,3.7,3.3,5.0,2009,6.6325,2.52,2019,Quartzo,Pública,Aluno-386,7.0,14,FASE 3,-1,Masculino,2023
6.3,9.2,Fase 3 (7° e 8° ano),3G,RA-260,8.080008333,5.2,6.1,10.0,2009,7.4175,7.52,2019,Topázio,Pública,Aluno-260,9.9,14,FASE 3,0,Feminino,2023
5.7,7.9,Fase 3 (7° e 8° ano),3G,RA-390,6.905741667,5.8,4.8,10.0,2010,7.005,2.52,2022,Agata,Pública,Aluno-390,8.8,13,FASE 3,0,Feminino,2023
5.3,7.5,Fase 4 (9° ano),3G,RA-1158,6.306666667,5.0,4.3,5.0,2009,7.34,2.52,2023,Agata,Pública,Aluno-1158,8.6,14,FASE 3,-1,Feminino,2023
4.2,7.9,Fase 3 (7° e 8° ano),3I,RA-391,6.5107,5.0,3.5,10.0,2010,7.585,2.52,2022,Agata,Pública,Aluno-391,7.5,13,FASE 3,0,Feminino,2023
5.2,5.8,Fase 3 (7° e 8° ano),3I,RA-1159,5.913883333,1.5,3.1,10.0,2010,7.1325,2.52,2023,Quartzo,Pública,Aluno-1159,6.6,13,FASE 3,0,Feminino,2023
6.2,9.6,Fase 5 (1° EM),3I,RA-392,6.567208333,4.7,4.6,5.0,2008,7.17,2.52,2022,Agata,Pública,Aluno-392,9.5,15,FASE 3,-2,Masculino,2023
4.8,9.6,Fase 3 (7° e 8° ano),3I,RA-1160,6.636166667,2.7,2.7,10.0,2010,7.2575,2.52,2023,Agata,Pública,Aluno-1160,8.7,13,FASE 3,0,Masculino,2023
7.3,6.3,Fase 3 (7° e 8° ano),3I,RA-1161,7.317791667,6.5,6.3,10.0,2010,8.63,2.52,2023,Ametista,Pública,Aluno-1161,8.1,13,FASE 3,0,Feminino,2023
6.7,9.2,Fase 3 (7° e 8° ano),3I,RA-395,7.469175,5.3,6.0,10.0,2011,7.9175,2.52,2018,Ametista,Pública,Aluno-395,8.6,12,FASE 3,0,Feminino,2023
7.0,9.6,Fase 4 (9° ano),3K,RA-450,6.819625,6.5,5.4,5.0,2009,7.9175,2.52,2021,Agata,Pública,Aluno-450,8.4,14,FASE 3,-1,Masculino,2023
6.3,9.2,Fase 3 (7° e 8° ano),3K,RA-463,6.382383333,4.3,4.0,10.0,2010,7.795,2.52,2020,Agata,Pública,Aluno-463,5.4,13,FASE 3,0,Feminino,2023
7.7,9.6,Fase 4 (9° ano),3K,RA-298,6.824333333,4.5,5.5,5.0,2009,7.7525,2.52,2019,Agata,Pública,Aluno-298,8.6,14,FASE 3,-1,Masculino,2023
4.8,9.2,Fase 4 (9° ano),3K,RA-464,6.081675,3.7,3.0,5.0,2009,7.38,2.52,2022,Agata,Pública,Aluno-464,7.7,14,FASE 3,-1,Feminino,2023
8.3,7.5,Fase 3 (7° e 8° ano),3K,RA-465,8.012875,8.2,8.5,10.0,2011,8.17,2.52,2019,Topázio,Pública,Aluno-465,9.4,12,FASE 3,0,Masculino,2023
6.7,0.0,Fase 3 (7° e 8° ano),3K,RA-442,6.814166667,6.5,5.8,10.0,2011,8.1275,7.52,2022,Agata,Pública,Aluno-442,7.6,12,FASE 3,0,Feminino,2023
4.5,5.0,Fase 5 (1° EM),3K,RA-300,5.616691667,5.3,4.5,5.0,2008,6.5875,2.52,2022,Quartzo,Pública,Aluno-300,7.5,15,FASE 3,-2,Masculino,2023
6.0,6.3,Fase 4 (9° ano),3K,RA-467,6.552916667,6.0,5.2,5.0,2009,7.5425,3.14,2022,Agata,Pública,Aluno-467,9.2,14,FASE 3,-1,Feminino,2023
4.8,8.3,Fase 4 (9° ano),3K,RA-468,5.911108333,3.0,3.4,5.0,2009,6.715,6.27,2022,Quartzo,Pública,Aluno-468,6.0,14,FASE 3,-1,Masculino,2023
7.3,8.3,Fase 3 (7° e 8° ano),3K,RA-1162,7.44215,5.5,6.0,10.0,2009,7.7525,3.77,2023,Ametista,Pública,Aluno-1162,8.5,13,FASE 3,0,Feminino,2023
6.0,8.8,Fase 4 (9° ano),3K,RA-470,6.993766667,4.3,4.9,5.0,2009,7.71,5.0,2019,Agata,Pública,Aluno-470,9.2,14,FASE 3,-1,Feminino,2023
