IDA,Ano Nascimento,IPV,Pedra,Nota_Matematica,IAA,IAN,Gênero,Fase Ideal,Fase,Idade,Nota_Portugues,INDE,RA,Defasagem,IPS,IEG,Ano ingresso,Turma,Instituição de ensino,Nome Anonimizado,Ano_Referencia
6.25,2013,8.085,Ametista,6.0,8.502,5.0,Masculino,Fase 2 (5° e 6° ano),1L,11,6.5,7.864033333300001,RA-1430,-1,7.51,10.0,2024,1L,Pública,Aluno-1430,2024
8.25,2012,8.085,Topázio,8.5,9.502,5.0,Masculino,Fase 3 (7° e 8° ano),1L,12,8.0,8.131890476200002,RA-767,-2,7.51,9.0476190475,2021,1L,Pública,Aluno-767,2024
8.0,2015,8.59,Topázio,7.0,10.002,10.0,Feminino,Fase 1 (3° e 4° ano),1L,9,9.0,8.965033333300001,RA-943,0,7.51,10.0,2023,1L,Pública,Aluno-943,2024
7.75,2014,8.085,Topázio,7.5,9.502,10.0,Masculino,Fase 1 (3° e 4° ano),1L,10,8.0,8.1896285714,RA-782,0,7.51,7.8571428569999995,2022,1L,Pública,Aluno-782,2024
9.5,2014,8.085,Topázio,10.0,9.502,5.0,Feminino,Fase 2 (5° e 6° ano),1L,10,9.0,8.441414285700002,RA-795,-1,6.26,9.761904762,2022,1L,Pública,Aluno-795,2024
8.0,2013,9.09,Ametista,8.0,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),1M,11,8.0,7.9147292443,RA-1431,-1,7.51,7.7432712215,2024,1M,Pública,Aluno-1431,2024
9.5,2014,8.505,Topázio,10.0,10.002,5.0,Feminino,Fase 2 (5° e 6° ano),1M,10,9.0,8.774075000000002,RA-1432,-1,7.51,10.0,2024,1M,Pública,Aluno-1432,2024
8.75,2014,8.505,Topázio,8.0,8.502,5.0,Feminino,Fase 2 (5° e 6° ano),1M,10,9.5,8.1939895962,RA-1433,-1,7.51,9.068322981,2024,1M,Pública,Aluno-1433,2024
9.0,2014,9.76,Topázio,10.0,8.502,5.0,Masculino,Fase 2 (5° e 6° ano),1M,10,8.0,8.2775982919,RA-1434,-1,6.26,7.9813664595,2024,1M,Pública,Aluno-1434,2024
10.0,2015,9.76,Topázio,10.0,10.002,10.0,Feminino,Fase 1 (3° e 4° ano),1M,9,10.0,9.531325,RA-958,0,6.26,10.0,2023,1M,Pública,Aluno-958,2024
5.5,2014,5.155,Agata,6.0,9.002,5.0,Masculino,Fase 2 (5° e 6° ano),1M,10,5.0,6.529417908900001,RA-961,-1,6.26,8.8923395445,2023,1M,Pública,Aluno-961,2024
7.5,2014,6.165,Ametista,7.5,9.502,10.0,Masculino,Fase 1 (3° e 4° ano),1M,10,7.5,7.7196166667,RA-1435,0,7.51,7.833333333500001,2024,1M,Pública,Aluno-1435,2024
9.75,2014,9.09,Topázio,10.0,10.002,5.0,Masculino,Fase 2 (5° e 6° ano),1M,10,9.5,8.925450000000001,RA-755,-1,7.51,10.0,2022,1M,Pública,Aluno-755,2024
8.0,2013,7.17,Ametista,8.0,7.418,5.0,Feminino,Fase 2 (5° e 6° ano),1M,11,8.0,7.589914648100001,RA-1436,-1,7.51,8.674948240500001,2024,1M,Pública,Aluno-1436,2024
8.0,2013,7.92,Ametista,8.0,8.502,5.0,Feminino,Fase 2 (5° e 6° ano),1M,11,8.0,7.982890217400001,RA-1437,-1,7.51,9.347826087,2024,1M,Pública,Aluno-1437,2024
7.0,2013,9.175,Topázio,6.0,10.002,5.0,Feminino,Fase 2 (5° e 6° ano),1M,10,8.0,8.176825000000001,RA-1438,-1,7.51,9.0,2024,1M,Pública,Aluno-1438,2024
8.5,2013,9.345,Topázio,9.0,7.502,5.0,Feminino,Fase 2 (5° e 6° ano),1M,11,8.0,8.507700000000002,RA-1439,-1,7.51,10.0,2024,1M,Pública,Aluno-1439,2024
4.5,2014,8.17,Ametista,9.0,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),1M,10,0.0,7.469102691500001,RA-1440,-1,7.51,9.544513457499999,2024,1M,Pública,Aluno-1440,2024
8.5,2015,9.005,Topázio,9.0,9.502,10.0,Masculino,Fase 1 (3° e 4° ano),1M,9,8.0,8.961646169800002,RA-1441,0,7.51,9.109730849,2024,1M,Pública,Aluno-1441,2024
7.25,2010,5.745,Ametista,8.5,8.002,5.0,Masculino,Fase 3 (7° e 8° ano),1M,13,6.0,7.135189648100001,RA-1442,-2,7.51,8.674948240500001,2024,1M,Pública,Aluno-1442,2024
6.75,2011,7.415,Agata,6.5,6.918,5.0,Feminino,Fase 3 (7° e 8° ano),1N,13,7.0,6.921633333300001,RA-1443,-2,6.26,7.5,2024,1N,Pública,Aluno-1443,2024
6.0,2012,7.415,Agata,8.0,8.502,5.0,Masculino,Fase 2 (5° e 6° ano),1N,11,4.0,6.610588888900001,RA-1444,-1,7.51,5.277777778,2024,1N,Pública,Aluno-1444,2024
3.25,2012,7.085,Agata,6.5,9.502,5.0,Masculino,Fase 2 (5° e 6° ano),1N,12,0.0,6.1175906455,RA-956,-1,6.885,6.017786561,2023,1N,Pública,Aluno-956,2024
8.5,2015,9.175,Topázio,8.0,9.502,10.0,Masculino,Fase 1 (3° e 4° ano),1N,9,9.0,8.853624242300002,RA-952,0,6.26,9.545454545,2023,1N,Pública,Aluno-952,2024
5.0,2012,7.495,Ametista,6.0,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),1N,12,4.0,7.051379841899999,RA-939,-1,5.63,8.8833992095,2023,1N,Pública,Aluno-939,2024
8.5,2015,7.755,Ametista,8.0,9.002,10.0,Feminino,Fase 1 (3° e 4° ano),1N,9,9.0,7.961241502000001,RA-953,0,6.26,6.85770751,2023,1N,Pública,Aluno-953,2024
7.75,2015,7.835,Topázio,6.5,9.502,10.0,Feminino,Fase 1 (3° e 4° ano),1N,9,9.0,8.2823798419,RA-954,0,6.26,8.8833992095,2023,1N,Pública,Aluno-954,2024
3.25,2013,7.075,Agata,6.5,8.502,5.0,Feminino,Fase 2 (5° e 6° ano),1N,11,0.0,6.036012253,RA-792,-1,7.51,5.2865612650000005,2022,1N,Pública,Aluno-792,2024
7.75,2015,7.835,Topázio,7.5,9.002,10.0,Feminino,Fase 1 (3° e 4° ano),1N,9,8.0,8.364790909100002,RA-1000,0,6.26,9.5454545455,2023,1N,Pública,Aluno-1000,2024
5.25,2012,6.825,Agata,6.5,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),1N,11,4.0,6.984760606,RA-763,-1,6.26,8.8636363635,2021,1N,Pública,Aluno-763,2024
7.75,2014,7.92,Ametista,6.5,7.502,5.0,Feminino,Fase 2 (5° e 6° ano),1N,10,9.0,7.7964318841,RA-1001,-1,7.51,9.347826087,2023,1N,Pública,Aluno-1001,2024
7.25,2014,7.5,Ametista,6.5,9.502,5.0,Feminino,Fase 2 (5° e 6° ano),1N,10,8.0,7.842866666700001,RA-1445,-1,7.51,9.5,2024,1N,Pública,Aluno-1445,2024
0.0,2014,7.075,Quartzo,0.0,8.002,10.0,Masculino,Fase 1 (3° e 4° ano),1N,9,0.0,5.9004061924,RA-1446,0,6.26,6.6501976285,2024,1N,Pública,Aluno-1446,2024
5.5,2012,7.495,Ametista,6.0,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),1N,12,5.0,7.0345379447,RA-768,-1,6.26,7.9841897235,2021,1N,Pública,Aluno-768,2024
5.25,2012,7.75,Ametista,6.5,9.502,5.0,Feminino,Fase 2 (5° e 6° ano),1N,11,4.0,7.5402350878,RA-1447,-1,7.51,9.7368421055,2024,1N,Pública,Aluno-1447,2024
6.25,2015,7.4175,Ametista,6.5,9.002,10.0,Feminino,Fase 1 (3° e 4° ano),1P,9,6.0,7.946388311600001,RA-980,0,7.51,9.058441558,2023,1P,Pública,Aluno-980,2024
8.25,2015,6.79,Topázio,6.5,10.002,10.0,Masculino,Fase 1 (3° e 4° ano),1P,8,10.0,8.119860173100001,RA-982,0,7.51,8.365800865499999,2023,1P,Pública,Aluno-982,2024
6.0,2011,7.29,Ametista,6.0,9.002,5.0,Feminino,Fase 3 (7° e 8° ano),1P,13,6.0,7.466126406900001,RA-1448,-2,7.51,9.5346320345,2024,1P,Pública,Aluno-1448,2024
2.25,2012,6.6225,Agata,4.5,9.002,5.0,Masculino,Fase 2 (5° e 6° ano),1P,12,0.0,6.287171861500001,RA-1070,-1,5.635,9.3073593075,2023,1P,Pública,Aluno-1070,2024
7.5,2015,7.585,Topázio,8.0,8.502,10.0,Masculino,Fase 1 (3° e 4° ano),1P,9,7.0,8.2432,RA-985,0,6.26,10.0,2023,1P,Pública,Aluno-985,2024
8.5,2015,6.8325,Topázio,7.5,10.002,10.0,Feminino,Fase 1 (3° e 4° ano),1P,9,9.5,8.2603406926,RA-986,0,6.26,9.2965367965,2023,1P,Pública,Aluno-986,2024
9.0,2014,7.7525,Ametista,8.0,7.502,5.0,Masculino,Fase 2 (5° e 6° ano),1P,10,10.0,7.704770175400001,RA-810,-1,5.635,9.4736842105,2021,1P,Pública,Aluno-810,2024
7.5,2015,7.835,Topázio,8.0,9.002,10.0,Masculino,Fase 1 (3° e 4° ano),1P,9,7.0,8.3028861472,RA-987,0,7.51,9.0692640695,2023,1P,Pública,Aluno-987,2024
7.75,2014,7.96,Topázio,6.5,9.502,5.0,Feminino,Fase 2 (5° e 6° ano),1P,10,9.0,8.1765333333,RA-988,-1,7.51,10.0,2023,1P,Pública,Aluno-988,2024
6.0,2014,6.7075,Agata,7.0,8.502,5.0,Masculino,Fase 2 (5° e 6° ano),1R,10,5.0,6.9375869048,RA-805,-1,4.38,9.523809524,2021,1R,Pública,Aluno-805,2024
6.75,2014,6.875,Agata,6.5,8.502,5.0,Masculino,Fase 2 (5° e 6° ano),1R,10,7.0,6.972777380900001,RA-806,-1,7.51,6.9047619045,2022,1R,Pública,Aluno-806,2024
7.0,2014,7.125,Ametista,6.0,9.002,10.0,Masculino,Fase 1 (3° e 4° ano),1R,10,8.0,7.797628571400001,RA-807,0,7.51,7.8571428569999995,2022,1R,Pública,Aluno-807,2024
8.75,2014,7.88,Topázio,7.5,9.002,10.0,Masculino,Fase 1 (3° e 4° ano),1R,10,10.0,8.7897,RA-808,0,7.51,10.0,2022,1R,Pública,Aluno-808,2024
7.5,2014,8.045,Topázio,5.0,7.502,10.0,Feminino,Fase 1 (3° e 4° ano),1R,10,10.0,8.375080952400001,RA-963,0,7.51,9.761904762,2023,1R,Pública,Aluno-963,2024
6.0,2014,6.54,Ametista,6.0,9.502,10.0,Masculino,Fase 1 (3° e 4° ano),1R,10,6.0,7.3743785714,RA-989,0,6.26,7.8571428569999995,2023,1R,Pública,Aluno-989,2024
7.25,2014,7.1675,Ametista,7.5,9.502,5.0,Masculino,Fase 2 (5° e 6° ano),1R,10,7.0,7.548241666600001,RA-964,-1,7.51,8.333333332999999,2023,1R,Pública,Aluno-964,2024
6.75,2014,7.04,Ametista,6.5,7.418,5.0,Feminino,Fase 2 (5° e 6° ano),1R,10,7.0,7.214341666700001,RA-1449,-1,7.51,8.3333333335,2024,1R,Pública,Aluno-1449,2024
8.0,2013,5.745,Agata,7.0,9.002,5.0,Masculino,Fase 2 (5° e 6° ano),1R,10,9.0,6.6752,RA-801,-1,7.51,5.75,2022,1R,Pública,Aluno-801,2024
3.5,2015,7.5425,Ametista,0.0,9.502,10.0,Masculino,Fase 1 (3° e 4° ano),1R,9,7.0,7.405235714200002,RA-1450,0,7.51,8.571428571,2024,1R,Pública,Aluno-1450,2024
7.0,2014,8.045,Topázio,7.5,9.502,10.0,Feminino,Fase 1 (3° e 4° ano),1R,9,6.5,8.475080952400003,RA-984,0,7.51,9.761904762,2023,1R,Pública,Aluno-984,2024
6.0,2013,7.7525,Ametista,6.0,10.002,5.0,Feminino,Fase 2 (5° e 6° ano),1R,11,6.0,7.560479761900002,RA-1451,-1,7.51,8.8095238095,2024,1R,Pública,Aluno-1451,2024
4.75,2013,4.995,Quartzo,3.5,9.502,5.0,Masculino,Fase 2 (5° e 6° ano),1R,11,6.0,5.442610714300001,RA-967,-1,7.51,3.5714285715,2023,1R,Pública,Aluno-967,2024
7.75,2014,7.6675,Ametista,8.5,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),1R,10,7.0,7.8403547619000005,RA-968,-1,7.51,8.8095238095,2023,1R,Pública,Aluno-968,2024
6.25,2013,7.276666667,Ametista,7.0,8.002,10.0,Masculino,Fase 2 (5° e 6° ano),2A,11,5.5,7.4798428571999995,RA-521,0,5.005,9.0357142855,2022,2A,Privada,Aluno-521,2024
4.25,2012,6.713333333,Agata,4.5,8.502,10.0,Masculino,Fase 2 (5° e 6° ano),2A,11,4.0,6.643866666600001,RA-821,0,7.51,5.9166666665,2022,2A,Pública,Aluno-821,2024
6.0,2010,7.553333333,Agata,5.0,7.5,5.0,Feminino,Fase 3 (7° e 8° ano),2A,13,7.0,6.8100812324,RA-1075,-1,3.755,8.5154061625,2023,2A,Pública,Aluno-1075,2024
6.25,2013,8.283333333,Ametista,6.5,8.502,10.0,Feminino,Fase 1 (3° e 4° ano),2A,11,6.0,7.5198666666000005,RA-1048,1,6.255,6.833333333500001,2023,2A,Privada,Aluno-1048,2024
3.75,2011,6.943333333,Agata,2.0,7.502,5.0,Feminino,Fase 3 (7° e 8° ano),2A,13,5.5,6.6114857142,RA-1082,-1,10.0,7.5714285715,2023,2A,Pública,Aluno-1082,2024
3.0,2012,6.606666667,Quartzo,2.5,0.0,5.0,Feminino,Fase 3 (7° e 8° ano),2A,12,3.5,4.9800714287000005,RA-680,-1,5.635,6.6428571430000005,2021,2A,Pública,Aluno-680,2024
4.5,2013,7.273333333,Ametista,3.0,9.002,10.0,Masculino,Fase 2 (5° e 6° ano),2A,10,6.0,7.3363190476,RA-698,0,6.88,8.3214285715,2021,2A,Pública,Aluno-698,2024
7.75,2012,8.17,Topázio,7.0,9.002,10.0,Masculino,Fase 2 (5° e 6° ano),2A,12,8.5,8.6268666667,RA-1452,0,7.51,10.0,2024,2A,Pública,Aluno-1452,2024
6.5,2012,7.67,Ametista,4.5,8.502,5.0,Feminino,Fase 3 (7° e 8° ano),2A,12,8.5,7.1234857143,RA-1453,-1,6.25,7.8214285715,2021,2A,Pública,Aluno-1453,2024
7.75,2014,8.28,Ametista,7.5,8.002,10.0,Feminino,Fase 2 (5° e 6° ano),2A,10,8.0,7.7042238095,RA-1454,0,7.51,5.880952381,2023,2A,Pública,Aluno-1454,2024
3.5,2012,7.833333333,Agata,5.0,8.002,5.0,Feminino,Fase 3 (7° e 8° ano),2A,12,3.5,6.6442555555,RA-1455,-1,7.51,7.777777778,2024,2A,Pública,Aluno-1455,2024
4.25,2010,4.886666667,Quartzo,2.5,7.002,5.0,Masculino,Fase 3 (7° e 8° ano),2A,14,6.0,5.2661285715,RA-529,-1,4.38,6.6071428569999995,2021,2A,Pública,Aluno-529,2024
7.75,2012,7.946666667,Topázio,5.5,9.502,10.0,Masculino,Fase 2 (5° e 6° ano),2A,11,10.0,8.492914285800001,RA-1456,0,7.51,9.511904762,2024,2A,Pública,Aluno-1456,2024
4.0,2013,5.66,Agata,2.0,7.918,10.0,Feminino,Fase 2 (5° e 6° ano),2B,11,6.0,6.643252381000002,RA-1015,0,7.51,7.8214285715,2023,2B,Pública,Aluno-1015,2024
5.25,2011,8.056666667,Agata,2.0,8.502,5.0,Feminino,Fase 3 (7° e 8° ano),2B,13,8.5,6.578604762,RA-483,-1,6.26,5.6428571430000005,2021,2B,Pública,Aluno-483,2024
1.0,2009,3.506666667,Quartzo,0.0,7.502,5.0,Feminino,Fase 3 (7° e 8° ano),2B,15,2.0,4.4960809524,RA-497,-1,5.63,6.095238095,2021,2B,Privada - Programa de apadrinhamento,Aluno-497,2024
2.75,2011,7.663333333,Agata,2.5,3.498,5.0,Feminino,Fase 3 (7° e 8° ano),2B,12,3.0,6.0197761904,RA-1457,-1,7.51,8.0357142855,2024,2B,Pública,Aluno-1457,2024
7.5,2013,9.45,Topázio,6.0,9.502,10.0,Masculino,Fase 2 (5° e 6° ano),2B,11,9.0,8.986533333300002,RA-688,0,8.13,10.0,2022,2B,Pública,Aluno-688,2024
5.25,2013,8.0,Ametista,5.0,7.418,10.0,Feminino,Fase 2 (5° e 6° ano),2B,10,5.5,7.482680952299999,RA-696,0,7.51,7.845238095,2021,2B,Pública,Aluno-696,2024
3.25,2012,5.213333333,Quartzo,0.5,8.751,5.0,Feminino,Fase 3 (7° e 8° ano),2B,12,6.0,5.879073684200001,RA-1458,-1,7.51,7.280701754500001,2024,2B,Pública,Aluno-1458,2024
7.5,2013,8.223333333,Topázio,7.5,7.502,10.0,Masculino,Fase 2 (5° e 6° ano),2B,11,7.5,8.0333666666,RA-1034,0,7.51,8.0833333335,2023,2B,Pública,Aluno-1034,2024
5.25,2011,7.166666667,Agata,1.5,7.502,5.0,Masculino,Fase 3 (7° e 8° ano),2B,12,9.0,6.995247619100001,RA-491,-1,7.51,9.011904762,2022,2B,Pública,Aluno-491,2024
5.25,2013,8.39,Topázio,6.0,9.502,10.0,Feminino,Fase 2 (5° e 6° ano),2B,11,4.5,8.220866666700001,RA-1027,0,7.51,10.0,2023,2B,Pública,Aluno-1027,2024
9.5,2014,9.563333333,Topázio,9.0,9.502,10.0,Feminino,Fase 2 (5° e 6° ano),2B,10,10.0,9.498580952300001,RA-1023,0,9.375,9.511904762,2023,2B,Pública,Aluno-1023,2024
7.25,2013,7.503333333,Topázio,5.0,8.002,10.0,Feminino,Fase 2 (5° e 6° ano),2C,11,9.5,8.040259523700001,RA-686,0,6.885,8.7857142855,2022,2C,Pública,Aluno-686,2024
5.0,2012,7.443333333,Ametista,2.5,6.25,10.0,Feminino,Fase 2 (5° e 6° ano),2C,12,7.5,7.260202380900001,RA-480,0,7.51,8.0714285715,2021,2C,Pública,Aluno-480,2024
3.75,2012,7.273333333,Agata,2.0,8.002,5.0,Masculino,Fase 3 (7° e 8° ano),2C,12,5.5,6.665390476100001,RA-1459,-1,7.51,8.2976190475,2024,2C,Pública,Aluno-1459,2024
3.25,2012,6.27,Agata,2.5,9.502,10.0,Masculino,Fase 2 (5° e 6° ano),2C,12,4.0,6.784805263200001,RA-1460,0,7.51,7.460526316,2024,2C,Pública,Aluno-1460,2024
5.0,2012,7.443333333,Ametista,2.5,9.502,10.0,Masculino,Fase 2 (5° e 6° ano),2C,12,7.5,7.345521428500001,RA-1017,0,6.26,7.8095238095,2023,2C,Pública,Aluno-1017,2024
4.75,2012,7.5,Ametista,2.0,8.502,10.0,Masculino,Fase 2 (5° e 6° ano),2C,12,7.5,7.5794738095000005,RA-499,0,7.51,9.0476190475,2021,2C,Pública,Aluno-499,2024
3.0,2013,5.996666667,Agata,3.0,9.002,10.0,Feminino,Fase 2 (5° e 6° ano),2C,11,3.0,6.219580952400001,RA-514,0,4.385,7.595238095,2022,2C,Pública,Aluno-514,2024
2.75,2012,7.33,Agata,0.5,10.002,5.0,Feminino,Fase 3 (7° e 8° ano),2C,12,5.0,6.871961904800001,RA-1461,-1,7.51,9.273809524,2024,2C,Pública,Aluno-1461,2024
6.5,2010,7.053333333,Ametista,6.0,8.502,5.0,Feminino,Fase 3 (7° e 8° ano),2D,13,7.0,7.6243666666,RA-1462,-1,7.51,10.0,2024,2D,Pública,Aluno-1462,2024
10.0,2012,8.113333333,Topázio,10.0,8.502,10.0,Masculino,Fase 2 (5° e 6° ano),2D,12,10.0,9.074561111000001,RA-1463,0,7.51,9.722222222,2024,2D,Pública,Aluno-1463,2024
6.25,2011,7.61,Ametista,4.0,8.002,5.0,Feminino,Fase 3 (7° e 8° ano),2D,13,8.5,7.288424359,RA-1464,-1,7.51,7.794871795,2024,2D,Pública,Aluno-1464,2024
7.25,2013,8.003333333,Topázio,6.5,7.502,10.0,Masculino,Fase 2 (5° e 6° ano),2D,11,8.0,8.2739844611,RA-687,0,7.51,9.2355889725,2022,2D,Pública,Aluno-687,2024
8.0,2012,7.61,Ametista,10.0,7.418,10.0,Masculino,Fase 2 (5° e 6° ano),2D,12,6.0,7.7401916040000005,RA-1030,0,4.385,8.28320802,2023,2D,Pública,Aluno-1030,2024
5.75,2011,7.833333333,Ametista,5.0,7.418,5.0,Masculino,Fase 3 (7° e 8° ano),2D,12,6.5,7.3344666666,RA-1465,-1,7.51,8.75,2024,2D,Pública,Aluno-1465,2024
9.0,2013,7.89,Topázio,9.5,8.002,10.0,Masculino,Fase 2 (5° e 6° ano),2D,11,8.5,8.6777119048,RA-522,0,7.51,9.523809524,2021,2D,Pública,Aluno-522,2024
8.75,2013,8.17,Topázio,8.5,7.002,10.0,Masculino,Fase 2 (5° e 6° ano),2D,11,9.0,8.2779474937,RA-501,0,7.51,7.9949874685,2021,2D,Privada,Aluno-501,2024
7.5,2012,8.056666667,Topázio,7.0,10.002,10.0,Masculino,Fase 2 (5° e 6° ano),2D,12,8.0,8.213723809600001,RA-1466,0,7.51,7.380952381,2024,2D,Pública,Aluno-1466,2024
8.0,2014,8.84,Topázio,6.0,9.002,10.0,Feminino,Fase 2 (5° e 6° ano),2D,10,10.0,8.5023309524,RA-502,0,3.755,9.761904762,2021,2D,Privada - Programa de Apadrinhamento,Aluno-502,2024
9.25,2012,8.28,Topázio,9.0,9.002,10.0,Masculino,Fase 2 (5° e 6° ano),2D,12,9.5,8.836711278200001,RA-1467,0,7.51,9.022556391,2024,2D,Pública,Aluno-1467,2024
7.0,2012,7.443333333,Topázio,4.5,8.502,10.0,Feminino,Fase 2 (5° e 6° ano),2D,12,9.5,8.1281028822,RA-1468,0,7.51,8.972431078,2024,2D,Pública,Aluno-1468,2024
6.0,2013,7.383333333,Topázio,6.5,9.002,10.0,Feminino,Fase 2 (5° e 6° ano),2D,11,5.5,8.1403666666,RA-527,0,7.51,10.0,2022,2D,Pública,Aluno-527,2024
4.75,2011,8.223333333,Ametista,6.0,8.502,5.0,Masculino,Fase 3 (7° e 8° ano),2D,13,3.5,7.459755555500001,RA-1469,-1,7.51,9.4444444445,2024,2D,Pública,Aluno-1469,2024
5.0,2012,5.4125,Quartzo,5.0,8.002,5.0,Feminino,Fase 3 (7° e 8° ano),2G,12,5.0,5.967421532000001,RA-1470,-1,6.26,6.35610766,2024,2G,Pública,Aluno-1470,2024
7.5,2011,7.2425,Ametista,8.0,10.002,5.0,Masculino,Fase 3 (7° e 8° ano),2G,13,7.0,7.404455434800001,RA-1471,-1,7.51,7.195652174,2024,2G,Pública,Aluno-1471,2024
6.75,2012,6.5375,Ametista,8.0,9.168,5.0,Masculino,Fase 3 (7° e 8° ano),2G,12,5.5,7.0366241342,RA-710,-1,5.625,8.170995671,2021,2G,Pública,Aluno-710,2024
8.75,2012,8.1275,Topázio,9.0,8.502,10.0,Masculino,Fase 2 (5° e 6° ano),2G,11,8.5,8.773575000000001,RA-1472,0,7.51,10.0,2022,2G,Pública,Aluno-1472,2024
6.75,2014,7.5825,Ametista,6.0,7.502,10.0,Masculino,Fase 2 (5° e 6° ano),2G,10,7.5,7.9648467391,RA-837,0,6.885,9.782608695499999,2022,2G,Pública,Aluno-837,2024
5.75,2012,5.9125,Agata,5.0,10.002,5.0,Masculino,Fase 3 (7° e 8° ano),2G,12,6.5,6.5398187888,RA-549,-1,6.255,7.204968943999999,2021,2G,Pública,Aluno-549,2024
5.25,2011,5.8325,Agata,5.0,7.002,5.0,Feminino,Fase 3 (7° e 8° ano),2G,13,5.5,6.2964554347999995,RA-571,-1,4.375,8.695652174,2021,2G,Pública,Aluno-571,2024
2.5,2012,4.835,Quartzo,0.0,9.502,5.0,Feminino,Fase 3 (7° e 8° ano),2G,12,5.0,4.7704873377000006,RA-731,-1,4.375,4.188311688500001,2021,2G,Pública,Aluno-731,2024
3.25,2012,7.0,Quartzo,3.0,0.0,10.0,Feminino,Fase 2 (5° e 6° ano),2G,11,3.5,5.8701964286,RA-706,0,6.26,7.1428571430000005,2021,2G,Pública,Aluno-706,2024
6.5,2012,6.415,Agata,7.0,7.917,5.0,Feminino,Fase 3 (7° e 8° ano),2G,12,6.0,6.4975618421000005,RA-707,-1,4.375,7.7236842105,2021,2G,Pública,Aluno-707,2024
7.0,2013,7.21,Ametista,7.0,7.502,10.0,Feminino,Fase 2 (5° e 6° ano),2G,11,7.0,7.966711904800001,RA-1044,0,7.51,9.523809524,2023,2G,Pública,Aluno-1044,2024
6.25,2010,6.75,Agata,6.0,9.502,5.0,Masculino,Fase 3 (7° e 8° ano),2G,13,6.5,6.985788509300001,RA-1054,-1,7.51,7.3291925465,2023,2G,Pública,Aluno-1054,2024
8.25,2014,8.755,Topázio,9.0,9.002,10.0,Feminino,Fase 2 (5° e 6° ano),2G,10,7.5,8.8986026915,RA-721,0,8.135,9.544513457499999,2021,2G,Pública,Aluno-721,2024
5.25,2011,6.415,Agata,6.0,9.502,5.0,Masculino,Fase 3 (7° e 8° ano),2G,13,4.5,6.689320600500001,RA-1473,-1,5.625,8.4368530025,2024,2G,Pública,Aluno-1473,2024
8.0,2012,7.705,Ametista,8.0,8.002,5.0,Feminino,Fase 3 (7° e 8° ano),2H,12,8.0,7.7888467391,RA-735,-1,6.255,9.782608695499999,2021,2H,Pública,Aluno-735,2024
6.75,2011,6.04,Agata,7.0,7.502,5.0,Masculino,Fase 3 (7° e 8° ano),2H,13,6.5,6.2236373706000006,RA-712,-1,5.625,5.983436853,2021,2H,Pública,Aluno-712,2024
7.25,2012,7.54,Ametista,6.0,8.502,10.0,Masculino,Fase 2 (5° e 6° ano),2H,11,8.5,7.861995031000001,RA-1103,0,7.51,7.763975155000001,2023,2H,Pública,Aluno-1103,2024
6.75,2012,6.4075,Agata,6.0,8.002,5.0,Feminino,Fase 3 (7° e 8° ano),2H,12,7.5,6.8133640787,RA-570,-1,5.625,8.0020703935,2021,2H,Pública,Aluno-570,2024
6.75,2013,6.79,Ametista,6.0,8.002,10.0,Masculino,Fase 2 (5° e 6° ano),2H,11,7.5,7.467500983400001,RA-713,0,7.51,7.525879916999999,2021,2H,Pública,Aluno-713,2024
4.0,2011,6.9975,Quartzo,8.0,0.0,5.0,Masculino,Fase 3 (7° e 8° ano),2H,13,0.0,5.4653662008,RA-714,-1,6.255,6.873706004,2021,2H,Pública,Aluno-714,2024
9.25,2013,8.0,Topázio,9.0,8.502,10.0,Feminino,Fase 2 (5° e 6° ano),2H,11,9.5,8.4695488613,RA-737,0,6.885,8.6542443065,2022,2H,Pública,Aluno-737,2024
7.5,2013,6.2875,Ametista,7.0,8.002,10.0,Feminino,Fase 2 (5° e 6° ano),2H,11,8.0,7.384207505200001,RA-1474,0,5.625,7.960662526,2024,2H,Pública,Aluno-1474,2024
7.0,2012,7.7475,Topázio,7.0,10.002,10.0,Feminino,Fase 2 (5° e 6° ano),2H,12,7.0,8.2841303831,RA-1036,0,7.51,9.0890269155,2023,2H,Pública,Aluno-1036,2024
9.25,2012,8.4975,Topázio,9.0,8.502,10.0,Feminino,Fase 2 (5° e 6° ano),2H,12,9.5,8.93195,RA-576,0,7.51,10.0,2022,2H,Pública,Aluno-576,2024
8.0,2012,6.535,Agata,7.0,8.502,5.0,Feminino,Fase 3 (7° e 8° ano),2H,12,9.0,6.629159109700001,RA-577,-1,5.625,5.7660455485,2022,2H,Pública,Aluno-577,2024
9.25,2012,7.2475,Ametista,10.0,9.002,5.0,Feminino,Fase 3 (7° e 8° ano),2H,12,8.5,7.9281521222,RA-580,-1,7.51,8.871635610999999,2021,2H,Pública,Aluno-580,2024
8.75,2012,6.165,Ametista,8.0,7.418,5.0,Masculino,Fase 3 (7° e 8° ano),2H,12,9.5,7.0833015528,RA-581,-1,5.625,8.198757764,2021,2H,Pública,Aluno-581,2024
